content,date,source,title,url
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	[인천=이데일리 허준 기자] 인천시 수산사무소는 사료가격 인상으로 어려움을 겪고 있는 관내 양식어가를 위해 16일부터 2월 28일까지 ‘양식어가 배합사료 구매자금 지원(융자)사업’의 신청·접수를 받는다. ,양식어가 배합사료 지원(융자)사업은 사료가격 상승에 따른 양식어가의 경영비 부담을 완화하고 양식산업의 경쟁력 강화를 위해 사료구매자금을 융자해 주는 사업이다. 지난해에는 옹진, 강화지역 양식어가 18개소에 총 8억1000만원을 지원했다.,지원대상은 관련법에 의한 면허·허가·신고를 필한 양식(종묘생산업 포함)경영 어업인, 생산자 단체 및 어류, 새우류, 자라류, 패류 양식어가이다. 지원한도는 어가당 2억원이며 금리는 연1%이고 지원기간은 2~3년으로 어업인의 신용등급에 따라 지원한다.  ,인천수산사무소 관계자는 “양식어가 배합사료 구매지원 사업이 관내 양식어가 경영비 부담 해소에 크게 기여 할 것으로 기대한다”면서 “지속적으로 관리 및 지원을 해나갈 계획”이라고 밝혔다., 양식어가 배합사료 지원(융자) 사업과 관련해 기타 자세한 사항은 인천광역시 수산사무소로 문의하면 된다.,허준 (mkhj55@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.13. 오후 4:19,이데일리,"인천시, 양식어가 배합사료 구매자금 지원..16일부터 신청",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0003726222
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,- 매출 20% 이상↓·임대료 30% 이상↑ 소상공인에 600억 긴급지원,- 경영안정기금 취급은행 8개로 확대,[이데일리 박철근 기자] 서울시는 경영난을 겪는 중소기업과 소상공인을 위해 1조원 규모의 중소기업 육성자금을 저리로 지원한다고 5일 밝혔다. 특히 지원자금 가운데 6000억원을 상반기 중에 조기 집행해 중기 및 소상공인의 자금숨통의 틔운다는 계획이다.,세부적으로는 ‘산업기반 조성을 위한 시설자금’ 500억원을 포함해 △경영안정화자금 590억원 △긴급자영업자금 600억원 △기술형창업자금 100억원 △재해중소기업자금 100억원 △개성공단입주기업자금 10억원 △경제활성화자금 6960억원 △창업기업자금 1000억원 △일자리창출우수기업자금 100억원 등이다.,시는 “특히 최근 계란수입 차질로 경영에 어려움을 겪고 있는 동네빵집을 포함해 청탁금지법 시행 및 소비심리 위축에 따른 매출이 20% 이상 급감하였거나 임대료가 30% 이상 상승하는 등 어려움을 겪고 있는 중소기업 및 소상공인에 대한 긴급자영업자금 600억원을 편성·지원한다”고 설명했다.,지원자금 대출금리는 2.0~2.5%, 시중은행협력자금의 이차보전율(시중은행 대출금리의 이자 일부를 서울시가 지원하는 것)은 1.0~2.5%로 현행 비율을 유지하고 대내외 여건변화에 따라 탄력적으로 운용할 계획이다. ,기존 우리은행만 대출을 취급해오던 중소기업육성기금내 경영안정자금의 경우 취급은행을 8개 은행으로 확대해 자금 수요고객이 기존 주거래 은행 변경 없이 서울시 자금 대출이 가능하도록 이용편의를 도모했다고 시는 전했다.,서동록 서울시 경제진흥본부장은 “올해 중소기업육성 자금이 경기침체로 어려움을 겪고 있는 중소기업과 소상공인들을 위해 필요한 곳에 효과적으로 쓰일 수 있도록 지원 대상을 세분화하고 신속하게 지원받을 수 있도록 대출 창구는 다양화했다”며 “상반기에 6000억원을 조기집행해 조속한 경영안정을 지원하겠다”고 말했다.  ,한편 서울시 중소기업육성자금을 지원받고자 하는 서울시 소재 중소기업 및 소상공인은 서울시내 17개 서울신용보증재단 영업점을 방문해 신청할 수 있다. 자세한 사항은 서울신용보증재단 홈페이지(www.seoulshinbo.co.kr)와 고객센터(1577-6119)로 문의하면 된다.,(자료= 서울시),박철근 (konpol@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.05. 오전 7:54,이데일리,"서울시, 경영난 중기ㆍ소상공인에 1조원 융자 지원",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=018&aid=0003718431
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	[수원=이데일리 허준 기자] 경기도가 고병원성 조류인플루엔자(AI) 발생으로 고통 받고 있는 도내 중소기업들을 위해 나섰다. ,경기도는 11일부터 AI 발생으로 피해를 입은 도내 중소기업 및 소상공인을 대상으로 ‘특별경영 안정자금 100억 원’을 긴급 지원한다.,지원 대상은 계란 및 닭, 오리 등의 수급 차질로 경영에 어려움을 겪는가금류 도축업, 가금류 가공 및 저장처리업, 동물용 사료 및 조제식품 제조업, 빵류 제조업, 코코아 제품 및 과자류 제조업 등 도내 가금류 관련 중소업체다.,지원 금액은 업체당 5억 원까지이며 1년 거치 2년 균등분할 상황조건이다. 대출 금리는 은행금리보다 1.5%를 낮게 이용할 수 있다. 또한, 기 대출 잔액 여부와 관계없이 지원을 받을 수 있으며 담보가 부족한 업체들을 고려해 경기신용보증재단에서 100% 보증서를 발급하고 보증 수수료도 0.8%로 인하한다.,이와 함께 현재 경기도 자금을 이용 중인 도내 AI 피해업체를 대상으로 기존 대출금에 대한 ‘분할상환 유예 조치’도 실시한다.,지원 대상은 제과점, 치킨 전문점, 육류 소매업 등 도내 소상공인 및 중소업체로 최대 1년(대출금 만기일 범위 내)내에서 분할상황 2회차 까지 원금상환을 유예할 수 있다.,이번 특별경영 안정자금은 자금 소진 시 까지 운영할 계획이다. 대출금 유예를 희망하는 중소기업과 소상공인은 경기신용보증재단 20개 지점에서 신청할 수 있으며 지점을 방문하지 않고도 경기도 중소기업육성자금 홈페이지(http://g-money.gg.go.kr)에서 온라인으로도 신청이 가능하다.,도 기업지원과 관계자는 “지난해 12월 30일 발표된 정부의 AI 특별자금 융자지원 계획이 소상공인 중심으로 되어 있어 이에 제외된 중소기업을 중심으로 자체 지원계획을 수립했다”고 밝혔다.,허준 (mkhj55@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.08. 오후 6:01,이데일리,"경기도, 11일부터 AI피해기업 경영자금 100억원 지원",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=018&aid=0003720663
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,- 한국은행 '2016년 12월 말 외환보유액' 발표,기준=매년 말, 단위=억달러, 자료=한국은행,[이데일리 경계영 기자] 우리나라 외화곳간이 금융위기 이후 8년 연속 늘어나며 연말 기준 사상 최대 규모를 갈아치웠다. ,한국은행이 4일 발표한 ‘지난해 12월 말 외환보유액’을 보면 지난해 말 우리나라 외환보유액은 3711억달러로 2015년 말보다 31억4000만달러 증가했다. ,금융위기가 닥쳤던 2008년 외환보유고가 줄었지만 그 이후 8년째 증가세를 보인 것이다. 연말 기준 외환보유액이 3700억달러를 넘긴 것은 1960년 관련 통계가 집계된 이후 처음이다. ,외환보유액은 우리나라가 보유한 외화 자금으로 외환시장을 안정시키는 역할뿐 아니라 금융기관 등 우리나라 경제주체가 해외에서 외화를 빌리지 못하는 등 유사시 비상금 기능을 한다. 외환보유액이 늘었다는 것은 위기에 대처할 수 있는 능력이 나아졌다는 의미다. ,그 증가 규모는 다소 쪼그라들었다. 2009년 전년비 증가액이 688억달러에 이르렀지만 2010년 200억달러대로 축소됐고 2015년 44억달러, 지난해 31억달러로 떨어졌다. ,2014년 이후 미국 연방준비제도(Fed)가 자산매입을 축소하고 정책금리를 인상하는 등 긴축기조로 돌아서면서 달러화가 강세로 간 영향이 컸다고 한은은 설명했다. 유로화 파운드화 엔화 등이 달러화 대비 약세를 보이면서 이들 보유자산의 달러화 환산액이 줄어들었기 때문이다. ,다만 연말 기준으로 늘었던 외환보유액은 전월과 비교했을 땐 석달 연속 감소세를 이어갔다. 지난해 9월 말 3777억7000만달러까지 몸집을 불렸지만 강(强)달러에 밀려 기타통화로 표시된 외화자산의 달러화 환산액이 줄면서다. ,운용 규모가 확대되면서 유가증권 부문이 3433억3000만달러로 한달 새 64억5000만달러 증가한 반면, 특별인출권(SDR)과 국제통화기금(IMF) 회원국이 출자금 납입 등으로 보유하게 된 교환성 통화 인출권리를 말하는 IMF포지션은 각각 28억8000만달러, 17억3000만달러로 같은 기간 3000만달러, 2000만달러 감소했다. ,한편, 11월 말 기준 우리나라의 외환보유액 규모는 중국(3조516억달러) 일본(1조2193억달러) 스위스(6858억달러) 등에 이어 8위를 차지했다.,경계영 (kyung@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.04. 오전 6:01,이데일리,외화곳간 8년째 늘었다…지난해 외환보유액 3711억달러,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003717474
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,- 작년 12.3조 유출..2008년 금융위기 이후 처음,- 템플턴만 17조 유출 추정..펀드 환매에 따른 대응,- 외국인, 통안채 팔고 장기 국고채 매입,[이데일리 최정희 기자] 작년 외국인 채권투자자금이 사상 최대 순유출을 기록했다. 무려 12조3000억원 가량이 빠져나갔다. 외국인 자금이 순유출을 기록한 것은 2008년 금융위기 이후 처음이다. 다만 그 당시엔 1조원 가량 자금이 유출됐으나 작년엔 그보다 10배가 훌쩍 넘는 자금이 유출되면서 의아함을 자아내고 있다. ,채권시장에서 외국인 자금이 빠져나가는 원인은 기본적으로 미국 기준금리 인상과 달러 강세로 쉽게 설명된다. 다만 대다수 시장전문가들은 원화채권 매수 1위를 기록해왔던 프랭클린템플턴의 템플턴글로벌본드펀드가 환매에 시달리면서 원화 채권을 팔아치운 영향이 가장 크다고 분석했다. ,◇ 템플턴이 좌우하는 韓 채권시장..17조원 순유출 추정,16일 금융감독원에 따르면 외국인들은 작년 채권시장에서 12조3420억원의 자금을 뺐다. 그로 인해 외국인 채권보유 자금은 2015년말 101조4000억원에서 89조3000억원으로 쪼그라들었다. 채권시장 일부에선 템플턴글로벌본드펀드가 작년 한 해동안 약 17조원의 원화 채권을 내다팔았을 것으로 추정했다. 2015년말 템플턴펀드의 원화 채권 보유 규모는 대략 22조원으로 전체의 20%를 넘게 차지했는데 최근엔 5조원 이하로 줄었을 것이란 추정이다. 서향미 하이투자증권 연구원은 “템플턴 펀드는 지난해 9월말 기준으로 10조원 가량을 보유했는데 그 이후에도 상당량을 매도하면서 최근엔 5조원 이하로 보유 규모가 줄었을 것”이라고 말했다. ,템플턴펀드가 원화 채권을 매도하는 가장 큰 이유는 펀드 수익률이 나빠지면서 2015년 하반기부터 환매 요구가 계속되고 있기 때문이다. 외신 등에 따르면 템플턴펀드의 규모는 2015년말까지만 해도 5800억달러(약 685조원) 수준이었으나 최근엔 4200억달러(약 496조원)로 줄어든 것으로 추정된다. 김일구 한화투자증권 리서치센터장은 “템플턴 펀드는 엄밀히 말하면 채권이 아니라 달러 약세에 베팅하는 펀드인데 (달러가 강세로 바뀌면서) 작년부터 본격적으로 환매에 시달리고 있다. 특히 한국 채권을 많이 사들였기 때문에 이에 대응해 채권을 팔고 있다”고 말했다. ,작년 외국인 투자자들은 통안채에서 1조4000억원을 순유출하고 국채에선 8000억원을 순매수했는데 이런 흐름 역시 템플턴의 움직임을 방증한다. 김 센터장은 “템플턴펀드를 운용하는 마이클 하젠스탑 프랭클린템플턴 글로벌 매크로 최고운용책임자(CIO)는 FX전문가로 원화 채권 강세보단 원화 강세에 투자했고 그러다보니 유동성이 좋은 통안채를 주로 매입했는데 이를 매도하다보니 통안채에서 자금흐름이 마이너스가 된 것”이라고 설명했다. ,일부에선 조선 등 중공업체의 수주 감소가 통안채 수요를 줄였다고 분석한다. 박형민 신한금융투자 연구원은 “중공업체들은 2~3년 단위로 선물환계약을 맺는데 지난해 수주가 안 되는 바람에 롤오버(만기 연장)가 잘 안 된 부분이 통안채 투자 수요를 줄였다”고 말했다. 중공업체와 선물환계약을 맺은 은행들은 달러를 빌리든지 스왑해 스팟시장에서 달러를 팔고 대신 원화를 사고, 이 원화를 통상 통안채로 운용해왔는데 그 수요가 줄어들었단 평가다. 한국은행이 채권시장 안정을 위해 통안채 발행 물량을 줄인 것도 일부 영향을 미쳤다. ,◇ ‘금리 역전현상’ 아랑곳 않는 외국인, 속내는,이런 상황에서 장기 국고채에 대해선 자금이 꾸준히 유입된다는 점은 의외다. 작년 잔존만기 1~5년인 채권엔 1조9440억원이, 5년 이상 채권엔 7487억원의 자금이 순유입됐다. 더구나 국고채 5년물, 10년물은 미국 금리와 역전현상이 벌어졌다. 13일 기준 국고채 5년물과 10년물 금리는 각각 1.810%, 2.096%로 미국 국채(1.899%, 2.398%)보다 낮다. 그럼에도 꾸준한 국고채 매입에 외국인 자금은 지난달까지 5개월 연속 순유출됐으나 이달 들어선 순유입으로 돌아섰다. ,미국을 제외한 더블A 등급 이상의 국채 중에선 한국 채권이 가장 금리가 높은데다 유럽 등과 비교해서도 여전히 금리 우위를 보인 영향이란 해석이다. 다만 금리에 대한 투자보다 아비트리지(arbitrage, 차익거래)로 봐야 한다는 분석도 나온다. 김 센터장은 “국고채 장기물은 주로 헤지펀드, 이머징 펀드 등이 투자하는데 작년엔 큰 움직임이 없었다”며 “이들은 채권을 만기까지 가져가겠단 전략이 아니라 단기트레이딩을 통해 아비트리지를 먹겠단 것”이라고 말했다. 이어 “원화 통화스왑 금리(CRS금리 1년물 0.98%)는 여전히 낮고 IRS금리(1.218%)는 이보다 높고 국내 채권금리는 IRS보다 높다”며 “통화스왑에서 숏포지션을 잡고 채권시장에서 롱포지션을 잡으면 스프레드만 60~70bp 이익을 보게 된다”고 설명했다.,최정희 (jhid0201@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.16. 오후 3:06,이데일리,작년 외국인 채권투자자금 사상 최대 순유출…왜?,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003727722
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,- 저금리 기조·부동산 대책 빗겨나 인기 지속,[이데일리 원다연 기자] 저금리 기조에 따른 수익형 부동산에 대한 관심이 이어지면서 서울 오피스텔 평균 매매가격이 역대 최고치를 기록했다. ,10일 부동산114 조사에 따르면 지난해 말 기준 서울 오피스텔 평균 매매가격은 3.3㎡당 1028만원으로 2015년 말 3.3㎡당 998만원보다 30만원 올랐다. 이는 부동산114가 관련 통계를 집계하기 시작한 2002년 이후 연간 최고치다. 서울 오피스텔 평균 매매가격은 지난해 1월 3.3㎡당 1003만원으로 1000만원을 처음 넘긴 이후 매달 계속해 올랐다. ,서울에서 오피스텔 평균 매매가격이 3.3㎡당 1000만원을 넘긴 곳은 모두 10개구다. 종로구가 3.3㎡당 1220만원으로 가장 높았고 △강남구(1181만원) △서초구(1178만원) △용산구(1135만원) △서대문구(1119만원) △중구(1105만원) △송파구(1102만원) △양천구(1057만원) △마포구(1043만원) △관악구(1038만원) 순이다. ,이 같은 오피스텔 매매가 상승세는 저금리 기조에 마땅한 투자처를 찾지 못한 여윳돈이 고정적인 임대수익을 올릴 수 있는 오피스텔로 몰렸기 때문으로 분석된다.,서울의 오피스텔 평균 임대수익률은 지난해 말 기준 5.02%다. 더욱이 오피스텔은 전매 제한 강화 및 재당첨 금지 등의 내용을 담은 11·3부동산 대책의 영향을 받지 않은 것도 투자자들의 오피스텔 쏠림 현상을 가져왔다. ,윤지해 부동산114 리서치팀 과장은 “지난해 잇단 부동산 규제가 아파트에 집중되면서 오피스텔 시장은 영향을 받지 않았다”며 “서울은 오피스텔 공실 우려가 크지 않고 평균 임대수익률도 은행 금리보다 높아 당분간 오피스텔에 대한 관심은 계속될 것”이라고 말했다. ,원다연 (here@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	","A26면 1단,2017.01.10. 오전 9:38,2017.01.11. 오전 6:01",이데일리,3.3㎡당 1028만원..지난해 서울 오피스텔 매매가 역대 최고,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003722335
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	[이데일리 김경은 기자] IBK기업은행은 ‘핀테크 관련기업 금융지원 프로그램’을 시행하고 핀테크 관련업종 영위기업에 올해부터 2019년까지 연간 7000억원의 여신을 지원하겠다고 5일 밝혔다.,금융지원 프로그램을 통해 기업은행은 핀테크 관련업종 중소기업에게 신규 대출의 금리를 0.5%포인트 추가 감면하며, 긴급지원이 필요한 여신에 대해 신속한 심사가 이뤄질 수 있도록 신속현장심사반을 상시 운용한다.,또 대출을 지원한 기업의 경우 ‘기업투자정보마당’ 투자추천기업 및 ‘IBK금융그룹 핀테크드림랩’ 육성기업 선정을 우선 검토할 계획이다.,기업은행 관계자는 “이번 금융지원 프로그램은 지난 10월 금융위가 발표한 ‘2단계 핀테크 발전 로드맵’ 기본방향에 따라 수립하게 됐다”며, “대출지원뿐만 아니라 직접투자도 진행할 계획”이라고 말했다.,김경은 (ocami81@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.05. 오전 9:54,이데일리,"IBK기업은행, 핀테크 기업에 7천억 여신 지원",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003718645
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,이주열 한국은행 총재가 13일 오전 서울 중구 한국은행에서 열린 금융통화위원회의 본회의 시작 전 잠시 생각에 잠겨있다. 사진=연합뉴스,[이데일리 경계영 기자] 새해 첫 한국은행 금융통화위원회 회의가 열리는 13일 오전 서울 남대문로 한은 본관 15층 회의실에는 침묵이 감돌았다. ,도널드 트럼프 미국 대통령 당선자가 어떤 정책을 내놓을지 불확실한 데다 대통령 탄핵이라는 초유의 상황을 맞은 대내적 정치 상황도 밝지만은 못하다. 새해 화두로 이주열 한은 총재 역시 ‘초불확실성의 시대’를 던지며 거시경제 안정만큼이나 금융안정이 중요함을 수차례 강조했다. ,오전 8시54분 윤면식 김민호 부총재보가 회의실로 들어섰다. 박종석 통화정책국장과 손욱 경제연구원장, 서봉국 국제국장, 신호순 금융안정국장, 허진호 부총재보 등이 잇따라 자리했다. ,이어 56분 임형준 전승철 부총재보와 채선병 외자운용원장 등이 회의실에 입장했다. 이들은 인사 외에 별 다른 말을 건네지 않고 자료를 보거나 생각에 잠긴 모습이었다. 윤면식 부총재보와 허진호 부총재보, 임형준 부총재보와 전승철 부총재보가 서로 귀엣말을 나눌 뿐이었다. ,57분 장병화 부총재(당연직 금통위원)와 함께 함준호 조동철 고승범 신인석 금통위원이 함께 회의실로 들어왔다. 뒤늦게 이환석 금융시장국도 자리했다. 조금 뒤 이일형 금통위원이 홀로 들어와 자리에 앉았다. 장병화 부총재는 앞에 놓인 자료를 읽었고 조동철 위원이 안경 닦는 등 주변 정리를 했다. ,회의가 시작하기 1분 전, 이주열 총재가 마지막으로 회의실로 왔다. 그는 곧장 자료를 펴고 그 위에 두 손을 맞잡아 생각에 잠시 잠겼다. 표정은 어둡지 않았다. 회의실에 있는 기자들과 주변을 둘러보며 미소를 짓기도 했다. ,다만 입은 일(一)자로 굳게 닫혀있었다. 이날 넥타이는 인상(빨강)도, 인하(파랑)도 어려운 상황을 반영하듯 자줏빛이 감돌았다. ,앞서 이데일리가 최근 경제·금융 전문가 23명을 대상으로 설문한 결과, 전문가 23명 모두 이번달 기준금리 동결을 점쳤다. 금융투자협회가 채권 보유·운용 관련 종사자에게 물은 결과에서도 응답자 102명 모두 한은이 기준금리를 동결할 것으로 전망했다.,경계영 (kyung@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	","2017.01.13. 오전 9:23,2017.01.13. 오전 9:57",이데일리,[금통위스케치]이주열 총재의 자줏빛 넥타이,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003725828
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	,- 10일 국고채 3년물 금리 1.647% 거래 마쳐,[이데일리 김정남 기자] 채권시장이 10일 강세(채권금리 하락)를 보였다.,간밤 미국 채권금리가 하락(채권가격 상승)한 게 영향을 미쳤다. 미국 국채 10년물 금리는 5.28bp(1bp=0.01%포인트) 하락한 2.3676%에 마감했다. 통화정책에 민감한 2년물 금리는 2.81bp 내렸다. ,최근 채권시장은 흐름을 바꿀 만한 이벤트가 없어, 미국 시장의 흐름에 사실상 연동돼 움직이고 있다.,외국인도 국채선물을 매수하면서 강세장을 이끌었다.,10일 마켓포인트에 따르면 이날 서울채권시장에서 국고채 3년물 금리는 전거래일과 비교해 1.6bp 하락한 1.647%에 거래를 마쳤다. 채권금리가 하락한 건 채권가격이 상승(채권 강세)한 것을 의미한다.,5년물 금리는 2.1bp 하락한 1.828%에 마감했다. ,장기물도 강세를 나타냈다. 10년물 금리는 2.8bp 내린 2.104%에 거래를 마쳤다. 초장기물인 20년물과 30년물 금리는 각각 4.0bp, 4.3bp 하락한 2.142%, 2.159%에 거래를 마쳤다. 50년물 금리는 4.1bp 내렸다.,통화안정증권(통안채)의 경우 1년물 금리는 1.0bp 하락했고, 2년물 금리는 1.8bp 내렸다. 회사채(무보증3년)AA-와 회사채(무보증3년)BBB- 금리는 각각 1.7bp씩 하락했다.,국채선물시장도 강세였다. 3년 국채선물(KTBF)은 8틱 오른 109.61에 마감했다. 10년 국채선물(LKTBF)은 32틱 상승한 125.72에 거래를 마쳤다.,틱은 선물계약의 매입과 매도 주문시 내는 호가단위를 뜻한다. 틱이 오르는 건 그만큼 선물가격이 강세라는 의미다.,이날 외국인은 국채선물을 소폭 사들였다. 3년 국채선물과 10년 국채선물을 각각 834계약, 1575계약 순매수했다.,시장 참가자들은 일단 오는 11일(현지시간) 도널드 트럼프 미국 대통령 당선인의 첫 공식 기자회견 이후 방향성이 잡힐 수 있을 것으로 보고 있다.,12일 재닛 옐런 미국 연방준비제도(Fed)의 올해 첫 연설도 주목 대상이다.,김정남 (jungkim@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.10. 오후 4:14,이데일리,[채권마감]트럼프·옐런 기다리는 시장,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003722937
"
	,
	,

,
,
// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
,
	
	[수원=이데일리 허준 기자] 수원시는 등록 대부업체(대부·대부중개업체) 140개소를 대상으로 26일까지 실태조사를 한다.,수원시는 실태조사를 통해 대부·매입채권·차입·자산 현황 등 영업실적 전반을 조사한다. 대상은 법인 20개소, 개인 사업체가 120개소다.,수원시는 업체에서 제출한 업무보고서를 검증하는 방식으로 조사를 한 후 보고서가 미비하거나 법규 위반 가능성이 있다고 판단되면 현지 조사를 할 계획이다. 업무보고서를 제출하지 않는 등 법규를 위반한 업체는 관련법에 따라 등록 취소, 영업 정지, 과태료 부과 등 강력한 제재 조치를 내릴 예정이다.,지난해에는 법규 위반 대부업체에 대해 직권취소 38건, 과태료부과 8건 등 행정처분을 내린 바 있다.,대부업 실태조사는 행정자치부와 금융위원회, 금융감독원 공동 주관으로 1년에 두 차례 이뤄진다. 조사 자료는 금융피해방지를 위한 기초자료로 활용한다. 조사는 각 지방자치단체가 담당한다.,수원시는 대부업체의 건전한 영업을 유도하기 위해 법정금리(27.9%) 준수, 대부 계약·광고 등 법령 준수 여부를 수시로 점검하고 있다. 최고 금리 인하에 따른 대부업 음성화, 불법 사금융 피해가 발생하지 않도록 점검과 단속을 지속해서 시행할 계획이다.,허준 (mkhj55@edaily.co.kr),＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞,
	,
	",2017.01.09. 오후 3:10,이데일리,"수원시, 대부업체 140개소 26일까지 실태조사",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003721516
